factor,freq,category,description
fund_growth_rel_fd_growth_raw_08_to_fd_growth_raw_01,M,fundamental_growth,fund_growth rel fd_growth_raw_08 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_08_to_fd_growth_raw_02,M,fundamental_growth,fund_growth rel fd_growth_raw_08 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_08_to_fd_growth_raw_03,M,fundamental_growth,fund_growth rel fd_growth_raw_08 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_09_to_fd_growth_raw_01,M,fundamental_growth,fund_growth rel fd_growth_raw_09 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_09_to_fd_growth_raw_02,M,fundamental_growth,fund_growth rel fd_growth_raw_09 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_09_to_fd_growth_raw_03,M,fundamental_growth,fund_growth rel fd_growth_raw_09 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_10_to_fd_growth_raw_01,M,fundamental_growth,fund_growth rel fd_growth_raw_10 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_10_to_fd_growth_raw_02,M,fundamental_growth,fund_growth rel fd_growth_raw_10 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_10_to_fd_growth_raw_03,M,fundamental_growth,fund_growth rel fd_growth_raw_10 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_11_to_fd_growth_raw_01,M,fundamental_growth,fund_growth rel fd_growth_raw_11 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_11_to_fd_growth_raw_02,M,fundamental_growth,fund_growth rel fd_growth_raw_11 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_11_to_fd_growth_raw_03,M,fundamental_growth,fund_growth rel fd_growth_raw_11 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_12_to_fd_growth_raw_01,M,fundamental_growth,fund_growth rel fd_growth_raw_12 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_12_to_fd_growth_raw_02,M,fundamental_growth,fund_growth rel fd_growth_raw_12 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_12_to_fd_growth_raw_03,M,fundamental_growth,fund_growth rel fd_growth_raw_12 to fd_growth_raw_03
fund_growth_rel_fd_growth_score_to_fd_growth_raw_01,M,fundamental_growth,fund_growth rel fd_growth_score to fd_growth_raw_01
fund_growth_rel_fd_growth_score_to_fd_growth_raw_02,M,fundamental_growth,fund_growth rel fd_growth_score to fd_growth_raw_02
fund_growth_rel_fd_growth_score_to_fd_growth_raw_03,M,fundamental_growth,fund_growth rel fd_growth_score to fd_growth_raw_03
fund_growth_rel_fd_growth_trend_to_fd_growth_raw_01,M,fundamental_growth,fund_growth rel fd_growth_trend to fd_growth_raw_01
fund_growth_rel_fd_growth_trend_to_fd_growth_raw_02,M,fundamental_growth,fund_growth rel fd_growth_trend to fd_growth_raw_02
fund_growth_rel_fd_growth_trend_to_fd_growth_raw_03,M,fundamental_growth,fund_growth rel fd_growth_trend to fd_growth_raw_03
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_02,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_02"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_03,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_03"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_04,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_04"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_05,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_05"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_06,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_06"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_07,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_08,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_09,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_03,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_03"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_04,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_04"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_05,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_05"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_06,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_06"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_07,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_08,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_09,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_04,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_04"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_05,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_05"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_06,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_06"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_07,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_08,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_09,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_04__fd_growth_raw_05,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_04,fd_growth_raw_05"
fund_growth_sym_fd_growth_raw_04__fd_growth_raw_06,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_04,fd_growth_raw_06"
fund_growth_sym_fd_growth_raw_04__fd_growth_raw_07,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_04,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_04__fd_growth_raw_08,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_04,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_04__fd_growth_raw_09,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_04,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_05__fd_growth_raw_06,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_05,fd_growth_raw_06"
fund_growth_sym_fd_growth_raw_05__fd_growth_raw_07,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_05,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_05__fd_growth_raw_08,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_05,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_05__fd_growth_raw_09,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_05,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_06__fd_growth_raw_07,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_06,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_06__fd_growth_raw_08,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_06,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_06__fd_growth_raw_09,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_06,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_07__fd_growth_raw_08,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_07,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_07__fd_growth_raw_09,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_07,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_08__fd_growth_raw_09,M,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_08,fd_growth_raw_09"
fund_growth_tanh_fd_growth_disp,M,fundamental_growth,fund_growth tanh fd_growth_disp
fund_growth_tanh_fd_growth_raw_01,M,fundamental_growth,fund_growth tanh fd_growth_raw_01
fund_growth_tanh_fd_growth_raw_02,M,fundamental_growth,fund_growth tanh fd_growth_raw_02
fund_growth_tanh_fd_growth_raw_03,M,fundamental_growth,fund_growth tanh fd_growth_raw_03
fund_growth_tanh_fd_growth_raw_04,M,fundamental_growth,fund_growth tanh fd_growth_raw_04
fund_growth_tanh_fd_growth_raw_05,M,fundamental_growth,fund_growth tanh fd_growth_raw_05
fund_growth_tanh_fd_growth_raw_06,M,fundamental_growth,fund_growth tanh fd_growth_raw_06
fund_growth_tanh_fd_growth_raw_07,M,fundamental_growth,fund_growth tanh fd_growth_raw_07
fund_growth_tanh_fd_growth_raw_08,M,fundamental_growth,fund_growth tanh fd_growth_raw_08
fund_growth_tanh_fd_growth_raw_09,M,fundamental_growth,fund_growth tanh fd_growth_raw_09
fund_growth_tanh_fd_growth_raw_10,M,fundamental_growth,fund_growth tanh fd_growth_raw_10
fund_growth_tanh_fd_growth_raw_11,M,fundamental_growth,fund_growth tanh fd_growth_raw_11
fund_growth_tanh_fd_growth_raw_12,M,fundamental_growth,fund_growth tanh fd_growth_raw_12
fund_growth_tanh_fd_growth_score,M,fundamental_growth,fund_growth tanh fd_growth_score
fund_growth_tanh_fd_growth_trend,M,fundamental_growth,fund_growth tanh fd_growth_trend
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_growth_intraday,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_growth_intraday
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_growth_jump,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_growth_jump
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_growth_sentiment,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_growth_sentiment
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_growth_vwap,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_growth_vwap
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_valuation_flow,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_valuation_flow
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_valuation_intraday,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_valuation_jump,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_valuation_vwap,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_growth_sentiment,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_growth_sentiment
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_growth_vwap,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_growth_vwap
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_valuation_flow,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_valuation_flow
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_valuation_intraday,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_valuation_jump,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_valuation_vwap,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_growth_intraday,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_growth_intraday
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_growth_sentiment,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_growth_sentiment
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_growth_vwap,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_growth_vwap
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_valuation_flow,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_valuation_flow
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_valuation_intraday,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_valuation_jump,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_valuation_vwap,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_growth_sentiment__fd_hf_valuation_flow,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_sentiment-fd_hf_valuation_flow
fund_hf_fusion_diff_fd_hf_growth_sentiment__fd_hf_valuation_intraday,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_sentiment-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_growth_sentiment__fd_hf_valuation_jump,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_sentiment-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_growth_sentiment__fd_hf_valuation_vwap,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_sentiment-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_growth_vwap__fd_hf_growth_sentiment,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_vwap-fd_hf_growth_sentiment
fund_hf_fusion_diff_fd_hf_growth_vwap__fd_hf_valuation_flow,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_vwap-fd_hf_valuation_flow
fund_hf_fusion_diff_fd_hf_growth_vwap__fd_hf_valuation_intraday,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_vwap-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_growth_vwap__fd_hf_valuation_jump,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_vwap-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_growth_vwap__fd_hf_valuation_vwap,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_vwap-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_valuation_flow__fd_hf_valuation_intraday,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_flow-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_valuation_flow__fd_hf_valuation_jump,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_flow-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_valuation_flow__fd_hf_valuation_vwap,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_flow-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_valuation_intraday__fd_hf_valuation_vwap,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_intraday-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_valuation_jump__fd_hf_valuation_intraday,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_jump-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_valuation_jump__fd_hf_valuation_vwap,M,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_jump-fd_hf_valuation_vwap
fund_hf_fusion_lvl_fd_hf_cashflow_flow,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_cashflow_flow
fund_hf_fusion_lvl_fd_hf_cashflow_intraday,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_cashflow_intraday
fund_hf_fusion_lvl_fd_hf_cashflow_jump,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_cashflow_jump
fund_hf_fusion_lvl_fd_hf_cashflow_sentiment,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_cashflow_sentiment
fund_hf_fusion_lvl_fd_hf_cashflow_vwap,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_cashflow_vwap
fund_hf_fusion_lvl_fd_hf_efficiency_flow,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_efficiency_flow
fund_hf_fusion_lvl_fd_hf_efficiency_intraday,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_efficiency_intraday
fund_hf_fusion_lvl_fd_hf_efficiency_jump,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_efficiency_jump
fund_hf_fusion_lvl_fd_hf_efficiency_sentiment,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_efficiency_sentiment
fund_hf_fusion_lvl_fd_hf_efficiency_vwap,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_efficiency_vwap
fund_hf_fusion_lvl_fd_hf_expectation_flow,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_expectation_flow
fund_hf_fusion_lvl_fd_hf_expectation_intraday,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_expectation_intraday
fund_hf_fusion_lvl_fd_hf_expectation_jump,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_expectation_jump
fund_hf_fusion_lvl_fd_hf_expectation_sentiment,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_expectation_sentiment
fund_hf_fusion_lvl_fd_hf_expectation_vwap,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_expectation_vwap
fund_hf_fusion_lvl_fd_hf_fusion_disp,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_fusion_disp
fund_hf_fusion_lvl_fd_hf_fusion_score,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_fusion_score
fund_hf_fusion_lvl_fd_hf_growth_flow,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_growth_flow
fund_hf_fusion_lvl_fd_hf_growth_intraday,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_growth_intraday
fund_hf_fusion_lvl_fd_hf_growth_jump,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_growth_jump
fund_hf_fusion_lvl_fd_hf_growth_sentiment,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_growth_sentiment
fund_hf_fusion_lvl_fd_hf_growth_vwap,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_growth_vwap
fund_hf_fusion_lvl_fd_hf_leverage_flow,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_leverage_flow
fund_hf_fusion_lvl_fd_hf_leverage_intraday,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_leverage_intraday
fund_hf_fusion_lvl_fd_hf_leverage_jump,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_leverage_jump
fund_hf_fusion_lvl_fd_hf_leverage_sentiment,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_leverage_sentiment
fund_hf_fusion_lvl_fd_hf_leverage_vwap,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_leverage_vwap
fund_hf_fusion_lvl_fd_hf_profitability_flow,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_profitability_flow
fund_hf_fusion_lvl_fd_hf_profitability_intraday,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_profitability_intraday
fund_hf_fusion_lvl_fd_hf_profitability_jump,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_profitability_jump
fund_hf_fusion_lvl_fd_hf_profitability_sentiment,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_profitability_sentiment
fund_hf_fusion_lvl_fd_hf_profitability_vwap,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_profitability_vwap
fund_hf_fusion_lvl_fd_hf_quality_flow,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_quality_flow
fund_hf_fusion_lvl_fd_hf_quality_intraday,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_quality_intraday
fund_hf_fusion_lvl_fd_hf_quality_jump,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_quality_jump
fund_hf_fusion_lvl_fd_hf_quality_sentiment,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_quality_sentiment
fund_hf_fusion_lvl_fd_hf_quality_vwap,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_quality_vwap
fund_hf_fusion_lvl_fd_hf_valuation_flow,M,fundamental_hf_fusion,fund_hf_fusion level fd_hf_valuation_flow
