factor,freq,category,description
fund_profitability_diff_fd_profitability_raw_03__fd_profitability_raw_04,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_03-fd_profitability_raw_04
fund_profitability_diff_fd_profitability_raw_03__fd_profitability_raw_05,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_03-fd_profitability_raw_05
fund_profitability_diff_fd_profitability_raw_03__fd_profitability_raw_06,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_03-fd_profitability_raw_06
fund_profitability_diff_fd_profitability_raw_03__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_03-fd_profitability_raw_07
fund_profitability_diff_fd_profitability_raw_03__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_03-fd_profitability_raw_08
fund_profitability_diff_fd_profitability_raw_03__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_03-fd_profitability_raw_09
fund_profitability_diff_fd_profitability_raw_04__fd_profitability_raw_05,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_04-fd_profitability_raw_05
fund_profitability_diff_fd_profitability_raw_04__fd_profitability_raw_06,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_04-fd_profitability_raw_06
fund_profitability_diff_fd_profitability_raw_04__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_04-fd_profitability_raw_07
fund_profitability_diff_fd_profitability_raw_04__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_04-fd_profitability_raw_08
fund_profitability_diff_fd_profitability_raw_04__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_04-fd_profitability_raw_09
fund_profitability_diff_fd_profitability_raw_05__fd_profitability_raw_06,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_05-fd_profitability_raw_06
fund_profitability_diff_fd_profitability_raw_05__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_05-fd_profitability_raw_07
fund_profitability_diff_fd_profitability_raw_05__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_05-fd_profitability_raw_08
fund_profitability_diff_fd_profitability_raw_05__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_05-fd_profitability_raw_09
fund_profitability_diff_fd_profitability_raw_06__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_06-fd_profitability_raw_07
fund_profitability_diff_fd_profitability_raw_06__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_06-fd_profitability_raw_08
fund_profitability_diff_fd_profitability_raw_06__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_06-fd_profitability_raw_09
fund_profitability_diff_fd_profitability_raw_07__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_07-fd_profitability_raw_08
fund_profitability_diff_fd_profitability_raw_07__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_07-fd_profitability_raw_09
fund_profitability_diff_fd_profitability_raw_08__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_08-fd_profitability_raw_09
fund_profitability_lvl_fd_profitability_disp,D,fundamental_profitability,fund_profitability level fd_profitability_disp
fund_profitability_lvl_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability level fd_profitability_raw_01
fund_profitability_lvl_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability level fd_profitability_raw_02
fund_profitability_lvl_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability level fd_profitability_raw_03
fund_profitability_lvl_fd_profitability_raw_04,D,fundamental_profitability,fund_profitability level fd_profitability_raw_04
fund_profitability_lvl_fd_profitability_raw_05,D,fundamental_profitability,fund_profitability level fd_profitability_raw_05
fund_profitability_lvl_fd_profitability_raw_06,D,fundamental_profitability,fund_profitability level fd_profitability_raw_06
fund_profitability_lvl_fd_profitability_raw_07,D,fundamental_profitability,fund_profitability level fd_profitability_raw_07
fund_profitability_lvl_fd_profitability_raw_08,D,fundamental_profitability,fund_profitability level fd_profitability_raw_08
fund_profitability_lvl_fd_profitability_raw_09,D,fundamental_profitability,fund_profitability level fd_profitability_raw_09
fund_profitability_lvl_fd_profitability_raw_10,D,fundamental_profitability,fund_profitability level fd_profitability_raw_10
fund_profitability_lvl_fd_profitability_raw_11,D,fundamental_profitability,fund_profitability level fd_profitability_raw_11
fund_profitability_lvl_fd_profitability_raw_12,D,fundamental_profitability,fund_profitability level fd_profitability_raw_12
fund_profitability_lvl_fd_profitability_score,D,fundamental_profitability,fund_profitability level fd_profitability_score
fund_profitability_lvl_fd_profitability_trend,D,fundamental_profitability,fund_profitability level fd_profitability_trend
fund_profitability_neg_fd_profitability_disp,D,fundamental_profitability,fund_profitability negative fd_profitability_disp
fund_profitability_neg_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_01
fund_profitability_neg_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_02
fund_profitability_neg_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_03
fund_profitability_neg_fd_profitability_raw_04,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_04
fund_profitability_neg_fd_profitability_raw_05,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_05
fund_profitability_neg_fd_profitability_raw_06,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_06
fund_profitability_neg_fd_profitability_raw_07,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_07
fund_profitability_neg_fd_profitability_raw_08,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_08
fund_profitability_neg_fd_profitability_raw_09,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_09
fund_profitability_neg_fd_profitability_raw_10,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_10
fund_profitability_neg_fd_profitability_raw_11,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_11
fund_profitability_neg_fd_profitability_raw_12,D,fundamental_profitability,fund_profitability negative fd_profitability_raw_12
fund_profitability_neg_fd_profitability_score,D,fundamental_profitability,fund_profitability negative fd_profitability_score
fund_profitability_neg_fd_profitability_trend,D,fundamental_profitability,fund_profitability negative fd_profitability_trend
fund_profitability_ratio_fd_profitability_raw_01__fd_profitability_raw_02,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_01/fd_profitability_raw_02
fund_profitability_ratio_fd_profitability_raw_01__fd_profitability_raw_03,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_01/fd_profitability_raw_03
fund_profitability_ratio_fd_profitability_raw_01__fd_profitability_raw_04,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_01/fd_profitability_raw_04
fund_profitability_ratio_fd_profitability_raw_01__fd_profitability_raw_05,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_01/fd_profitability_raw_05
fund_profitability_ratio_fd_profitability_raw_01__fd_profitability_raw_06,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_01/fd_profitability_raw_06
fund_profitability_ratio_fd_profitability_raw_01__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_01/fd_profitability_raw_07
fund_profitability_ratio_fd_profitability_raw_01__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_01/fd_profitability_raw_08
fund_profitability_ratio_fd_profitability_raw_01__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_01/fd_profitability_raw_09
fund_profitability_ratio_fd_profitability_raw_02__fd_profitability_raw_03,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_02/fd_profitability_raw_03
fund_profitability_ratio_fd_profitability_raw_02__fd_profitability_raw_04,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_02/fd_profitability_raw_04
fund_profitability_ratio_fd_profitability_raw_02__fd_profitability_raw_05,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_02/fd_profitability_raw_05
fund_profitability_ratio_fd_profitability_raw_02__fd_profitability_raw_06,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_02/fd_profitability_raw_06
fund_profitability_ratio_fd_profitability_raw_02__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_02/fd_profitability_raw_07
fund_profitability_ratio_fd_profitability_raw_02__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_02/fd_profitability_raw_08
fund_profitability_ratio_fd_profitability_raw_02__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_02/fd_profitability_raw_09
fund_profitability_ratio_fd_profitability_raw_03__fd_profitability_raw_04,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_03/fd_profitability_raw_04
fund_profitability_ratio_fd_profitability_raw_03__fd_profitability_raw_05,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_03/fd_profitability_raw_05
fund_profitability_ratio_fd_profitability_raw_03__fd_profitability_raw_06,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_03/fd_profitability_raw_06
fund_profitability_ratio_fd_profitability_raw_03__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_03/fd_profitability_raw_07
fund_profitability_ratio_fd_profitability_raw_03__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_03/fd_profitability_raw_08
fund_profitability_ratio_fd_profitability_raw_03__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_03/fd_profitability_raw_09
fund_profitability_ratio_fd_profitability_raw_04__fd_profitability_raw_05,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_04/fd_profitability_raw_05
fund_profitability_ratio_fd_profitability_raw_04__fd_profitability_raw_06,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_04/fd_profitability_raw_06
fund_profitability_ratio_fd_profitability_raw_04__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_04/fd_profitability_raw_07
fund_profitability_ratio_fd_profitability_raw_04__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_04/fd_profitability_raw_08
fund_profitability_ratio_fd_profitability_raw_04__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_04/fd_profitability_raw_09
fund_profitability_ratio_fd_profitability_raw_05__fd_profitability_raw_06,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_05/fd_profitability_raw_06
fund_profitability_ratio_fd_profitability_raw_05__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_05/fd_profitability_raw_07
fund_profitability_ratio_fd_profitability_raw_05__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_05/fd_profitability_raw_08
fund_profitability_ratio_fd_profitability_raw_05__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_05/fd_profitability_raw_09
fund_profitability_ratio_fd_profitability_raw_06__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_06/fd_profitability_raw_07
fund_profitability_ratio_fd_profitability_raw_06__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_06/fd_profitability_raw_08
fund_profitability_ratio_fd_profitability_raw_06__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_06/fd_profitability_raw_09
fund_profitability_ratio_fd_profitability_raw_07__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_07/fd_profitability_raw_08
fund_profitability_ratio_fd_profitability_raw_07__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_07/fd_profitability_raw_09
fund_profitability_ratio_fd_profitability_raw_08__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability ratio fd_profitability_raw_08/fd_profitability_raw_09
fund_profitability_rel_fd_profitability_disp_to_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability rel fd_profitability_disp to fd_profitability_raw_01
fund_profitability_rel_fd_profitability_disp_to_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability rel fd_profitability_disp to fd_profitability_raw_02
fund_profitability_rel_fd_profitability_disp_to_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability rel fd_profitability_disp to fd_profitability_raw_03
fund_profitability_rel_fd_profitability_raw_01_to_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_01 to fd_profitability_raw_02
fund_profitability_rel_fd_profitability_raw_01_to_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_01 to fd_profitability_raw_03
fund_profitability_rel_fd_profitability_raw_02_to_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_02 to fd_profitability_raw_01
fund_profitability_rel_fd_profitability_raw_02_to_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_02 to fd_profitability_raw_03
fund_profitability_rel_fd_profitability_raw_03_to_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_03 to fd_profitability_raw_01
fund_profitability_rel_fd_profitability_raw_03_to_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_03 to fd_profitability_raw_02
fund_profitability_rel_fd_profitability_raw_04_to_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_04 to fd_profitability_raw_01
fund_profitability_rel_fd_profitability_raw_04_to_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_04 to fd_profitability_raw_02
fund_profitability_rel_fd_profitability_raw_04_to_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_04 to fd_profitability_raw_03
fund_profitability_rel_fd_profitability_raw_05_to_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_05 to fd_profitability_raw_01
fund_profitability_rel_fd_profitability_raw_05_to_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_05 to fd_profitability_raw_02
fund_profitability_rel_fd_profitability_raw_05_to_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_05 to fd_profitability_raw_03
fund_profitability_rel_fd_profitability_raw_06_to_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_06 to fd_profitability_raw_01
fund_profitability_rel_fd_profitability_raw_06_to_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_06 to fd_profitability_raw_02
fund_profitability_rel_fd_profitability_raw_06_to_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_06 to fd_profitability_raw_03
fund_profitability_rel_fd_profitability_raw_07_to_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_07 to fd_profitability_raw_01
fund_profitability_rel_fd_profitability_raw_07_to_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_07 to fd_profitability_raw_02
fund_profitability_rel_fd_profitability_raw_07_to_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_07 to fd_profitability_raw_03
fund_profitability_rel_fd_profitability_raw_08_to_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_08 to fd_profitability_raw_01
fund_profitability_rel_fd_profitability_raw_08_to_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_08 to fd_profitability_raw_02
fund_profitability_rel_fd_profitability_raw_08_to_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_08 to fd_profitability_raw_03
fund_profitability_rel_fd_profitability_raw_09_to_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_09 to fd_profitability_raw_01
fund_profitability_rel_fd_profitability_raw_09_to_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_09 to fd_profitability_raw_02
fund_profitability_rel_fd_profitability_raw_09_to_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_09 to fd_profitability_raw_03
fund_profitability_rel_fd_profitability_raw_10_to_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_10 to fd_profitability_raw_01
fund_profitability_rel_fd_profitability_raw_10_to_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_10 to fd_profitability_raw_02
fund_profitability_rel_fd_profitability_raw_10_to_fd_profitability_raw_03,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_10 to fd_profitability_raw_03
fund_profitability_rel_fd_profitability_raw_11_to_fd_profitability_raw_01,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_11 to fd_profitability_raw_01
fund_profitability_rel_fd_profitability_raw_11_to_fd_profitability_raw_02,D,fundamental_profitability,fund_profitability rel fd_profitability_raw_11 to fd_profitability_raw_02
